Car Brand,Car Model,Production Year,Mileage,Price,Description,Specs,Timestamp,Location
Chevrolet,Silverado,2015,"408,000 km",47000,silverado Chevrolet,Other,45354.94097,Abu Dhabi
Toyota,Corolla,2018,"75,421 km","47,500",TOYOTA COROLLA 2018 MODEL SE 2L CRUISE CONTROL GCC SPECIFICATION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Other,1989,"53,000 km","47,500",TOYOTA CENTURY - LOW MILEAGE,Japanese Specs,04-03-24 14:49,Dubai
Toyota,Rush,2018,"151,859 km","47,500",TOYOTA RUSH 1.5EX 2018 IN VERY GOOD CONDITION WITH SPARE KEYS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rush,2019,"90,500 km","47,500",For sale Toyota Rush 2019 model 7 Setar full option gcc,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2019,"104,343 km","47,500",AED722/month | 2019 Toyota Corolla Limited 1.6L | GCC Specs | Ref#143904,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Kona,2021,"40,000 km","47,500",ط¯ظٹط±ظ‡ ط¯ط¨ظٹ,American Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2015,"95,000 km","47,500",HYUNDAI SANTA FE - GCC SPECS - ACCIDENT FREE - FULL SERVICE HISTORY - EXCELENT CONDITION -,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Veloster,2020,"65,058 km","47,500",Hundai veloster turbo model 2020,American Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2019,"144,200 km","47,500",HYUNDAI CREATE,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2017,"199,000 km","47,500",Aed 760-/ Monthly | 2017 Honda Accord 2.4L Gcc | Full Option | Single Owner,GCC Specs,04-03-24 14:49,Dubai
Honda,Pilot,2016,"115,000 km","47,500",Honda pilot model 2016 3.5L V6 mid option good condition free condition Gcc car,GCC Specs,04-03-24 14:49,Dubai
Honda,Pilot,2015,"165,000 km","47,500",Honda pilot full option Touring 4WD,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2016,"101,000 km","47,500",Sorento V6 3.3L | GCC Specs | Single Owner | Accident free | Excellent Condition,GCC Specs,04-03-24 14:49,Dubai
Kia,Cerato,2019,"61,238 km","47,500",Kia Cerato 2019 Full Option Available On 100% Bank Finance With Zero Down Payment.,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2022,"5,200 km","47,500",2022 NISSAN KICKS SV I 1.6L FWD | USA SPECS | PERFECT CONDITION,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"77,400 km","47,500",Nissan Kicls 2020,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"113,000 km","47,500",AED 980/M (60 MONTHS) GCC NISSAN KICKS SV MODEL 2019 100% BANK FINANCE 0% DOWNPAYMENT,GCC Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2017,"160,000 km","47,500",Nissan urban high roof Model 2017 seats 14 km 160000 accident Free GCC space,GCC Specs,04-03-24 14:49,Dubai
Nissan,Murano,2017,"125,000 km","47,500",Nissan Murano SV,American Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"130,000 km","47,500","Finance available, 2016 Ford Edge, GCC. Full Original Paint, 100% Accident free",GCC Specs,04-03-24 14:49,Dubai
Ford,Transit,2017,"146,107 km","47,500",TRANSIT 150!! + AUTOMATIC GEAR-BOX + CAMERA + FULL BACK COVER / GCC / 2017 / WARRANTY / 929 DHS,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2015,"150,000 km",47500,Honda CR-V GCC 2015 Originally paint very clean car  ظ‡ظˆظ†ط¯ط§ CR-V ط®ظ„ظٹط¬ظٹ 2015  طµط¨ط؛ ظˆظƒط§ظ„ط©  ط¨ط­ط§ظ„ط© ظ…ظ…طھط§ط²ط©,GCC Specs,45354.94097,Abu Dhabi
Nissan,Kicks,2020,"77,000 km",47500,"NISSAN KICKS 1.6 (( 2020 )) Gcc ..,",GCC Specs,45354.94097,Abu Dhabi
Nissan,Kicks,2018,"80,000 km",47500,AED 923 per month \ NISSAN KICKS SV || 2018 || 80000KM || 1.6L || GCC,GCC Specs,45354.94097,Abu Dhabi
Toyota,Rush,2019,"187,491 km","47,900",TOYOTA RUSH 1.5EX 2019 IN VERY GOOD CONDITION WITH SPARE KEYS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2017,"70,300 km","47,900",Toyota RAV4,American Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2021,"42,600 km","47,900",Hyundai Elantra like new 2 L,American Specs,04-03-24 14:49,Dubai
Honda,City,2020,"66,028 km","47,900",AED728/month | 2020 Honda City 1.5L | GCC Specifications | Ref#158822,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2020,"59,650 km","47,950",Kia sportage 2020 low mileage,American Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2022,"12,000 km","47,999",HYUNDIA ELANTRA 2022 SEL JUST LIKE NEW CAR,American Specs,04-03-24 14:49,Dubai
Kia,Sorento,2020,"76,800 km","47,999",2020 Kia Sorento GDi 2.4L V4 - 7 seater MidOption - UAE PASS,American Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2016,"195,820 km","48,000",Toyota HiAce Van Model 2016 /2016 /2014 van Total  3 Van Gcc space,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2019,"132,000 km","48,000",Toyota Corolla 2019-GCC 1st owner Drive Zero Accident Original condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2021,"60,000 km","48,000",Toyota Yaris sedan Model 2021,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2019,"165,000 km","48,000",Toyota Corolla 2019-2.0GCC SE Attractive Golden/Zero Accident,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2013,"115,250 km","48,000",GCC SOEC | TOYOTA | FORTUNER | 2013 | V6,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2014,"170,000 km","48,000","Toyota fortuner 2014 EXR,GCC, 2.7cc, 4wd drive.",GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2021,"54,000 km","48,000",طھظˆظٹظˆطھط§ ظƒط±ظˆظ„ط§ ظ†ط¸ظٹظپ ط¬ط¯ط§ظ‹,American Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2021,"40,000 km","48,000",Toyota Corolla Altis,Japanese Specs,04-03-24 14:49,Dubai
Toyota,Camry,2018,"200,000 km","48,000",Camry 2018,American Specs,04-03-24 14:49,Dubai
Hyundai,Grand i10,2024,0 km,"48,000",HYUNDAI GRAND I10 1.2L SEDAN MODEL 2024 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Grand i10,2024,0 km,"48,000",HYUNDAI GRAND I10 1.2L SEDAN MODEL 2024 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Grand i10,2024,0 km,"48,000",HYUNDAI GRAND I10 1.2L SEDAN MODEL 2024 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2021,"58,895 km","48,000",AED729/month | 2021 Hyundai Accent 1.6L | GCC Specifications | Ref#146901,GCC Specs,04-03-24 14:49,Dubai
Hyundai,H1,2020,"59,015 km","48,000","Hyundai H1 GL, 2.5L, M-Bus, 12 Seater, M?T, MY2020",European Specs,04-03-24 14:49,Dubai
Hyundai,Tucson,2021,"30,000 km","48,000",HYUNDAI TUCSON 2000 CC IN A VERY GOOD CONDITION WITH LOW MILEAGE FOR SALE,American Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2021,"50,000 km","48,000",2021 Hyundai Sonata,American Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2020,"60,000 km","48,000",HYUNDAI CRETA 1.6L #GCC#ACCIDENT FREE AND WELL MAINTAINED #FOR SALE 48000/-,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2021,"46,000 km","48,000",Hyundai Accent 2021,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2015,"143,800 km","48,000",ACCORD COUPE V6 2.4L GCC SPECS FULL OPTION ACCIDENT FREE,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2016,"114,000 km","48,000",HONDA ACCORD 2016 TOP OPTIONS,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2016,"138,000 km","48,000",Good Quality Honda Accord - SPORT - V6 - 3.5 Litres,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2018,"22,000 km","48,000",Kia Sportage EX panoramic,American Specs,04-03-24 14:49,Dubai
Kia,Sorento,2020,"60,000 km","48,000",Kia Sorento LX 2020,American Specs,04-03-24 14:49,Dubai
Kia,Sportage,2017,"102,000 km","48,000",Kia Sportage 2017 AWD,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2020,"24,800 km","48,000",2020 SL NISSAN PATHFINDER WITH HIGHEST SPECIFICATION,American Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2020,"51,716 km","48,000","White Nissan Rogue 2020, S model, AWD",American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"35,000 km","48,000",NISSAN ALTIMA MODEL 2020 SR-FOR SALE IN GOOD CONDITION,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"45,000 km","48,000",Family Car with Golden Package,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"65,000 km","48,000",AED 960/M GCC NISSAN KICKS 2019 MODEL AVAILABLE ON 0% DOWN-PAYMENT  100% BANK FINANCE,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"46,500 km","48,000",AED 960/M GCC NISSAN KICKS  2020 MODEL 100% BANK FINANCE AVAILABLE ON 0% DP,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"62,000 km","48,000",980 Aed/Month Gcc Nissan Kicks 2020 Available On 0% Down Payment And Cash,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"107,602 km","48,000",2015 | NISSAN PATHFINDER | SV 3.5L V6 | GCC SPECS | N98391,GCC Specs,04-03-24 14:49,Dubai
Nissan,Armada,2015,"229,000 km","48,000",Nissan Armada LE 2015 GCC | No paint | Full Nissan Service History,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"155,000 km","48,000","Nissan X-trail , 2015 , accident free",GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2019,"84,000 km","48,000",Nissan maxima 2019 SL,Canadian Specs,04-03-24 14:49,Dubai
Nissan,Armada,2015,"155,000 km","48,000",Nissan Armada LE 2015 // GCC // FULL OPTION // 155k Kms,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2018,"200,000 km","48,000",2018 Nissan Pathfinder 7 seater family SUV GCC Specs in Excellent condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"82,000 km","48,000",EXTRA CLEAN FORD EXPLORER LIMITED 2015 V6. JAPAN FRESH IMPORTED . 4x4 7 SEATER,Japanese Specs,04-03-24 14:49,Dubai
Ford,F-Series Pickup,2014,"220,000 km","48,000",Ford f-1500 Eco boost,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"60,000 km","48,000",2017 USA Ford Mustang/ Shelby Kit/ V4 EcoBoost/1050 Aed X 60 Mths/ Agency Maintained/ 0% Downpayment,American Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"103,000 km","48,000",SE Ecoboost | GCC Specs - 2.0L | Single Owner | Accident Free | Excellent Condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2016,"60,125 km","48,000",2016 MUSTANG ECOBOOST 2.3 EXCELLENT CONDITION,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2015,"100,991 km","48,000",PREMIUM EDITION // V4 // CONVERTIBLE,American Specs,04-03-24 14:49,Dubai
Ford,Focus,2017,"130,000 km","48,000",FORD FOCUS ST - MANUAL GEAR - FULL OPTION - GCC - ط®ظ„ظٹط¬ظٹ - ظپظ„ ط§ظˆط¨ط´ظ† - ط¬ظٹط± ط¹ط§ط¯ظٹ,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2020,"112,000 km","48,000",Ford Ecosport 2020 Gcc 1.5CC.(531x60) EMI No Downpayment And Low Downpayment 3000 salary,GCC Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2020,"144,000 km",48000,Nissan Urvan Van 2020,GCC Specs,45354.94097,Abu Dhabi
Nissan,Maxima,2018,"158,000 km",48000,ظ†ظٹط³ط§ظ† ظ…ظƒط³ظٹظ…ط§ SL ظپظ„ ط§ظˆط¨ط´ظ† ظ…ظˆط¯ظٹظ„ 2018 ظˆط§ط±ط¯ ط¨ط­ط§ظ„ظ‡ ظ…ظ…طھط§ط²ظ‡,American Specs,45354.94097,Abu Dhabi
Toyota,Rush,2020,"124,000 km","48,500",Toyota rush 2020 model gcc specs,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rush,2019,"161,000 km","48,500",TOYOTA RUSH 1.5EX 2019 WITH 02 ORIGINAL KEYS IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2018,"28,300 km","48,500",ظپظ‚ط· طھطµط¯ظٹط± full options limited trunk automatic,American Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2015,"235,000 km","48,500",2015 gcc 2 owner  cleen,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2020,"54,000 km","48,500",AED 800 Per Month Available On Cash And Bank Finance,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Tucson,2016,"97,000 km","48,500",HYUNDAI TUCSON - GCC SPECS - ACCIDENT FREE - UNDER WARRANTY -,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2021,"32,689 km","48,500",Hyundai Elantra 2021 Special nardo grey colour,American Specs,04-03-24 14:49,Dubai
Honda,Civic,2019,"69,300 km","48,500",CIVIC ( Family Car with zero Down-Payment 100 % Loan ),GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2005,"300,000 km","48,500",Nissan Patrol Super Safari 2005 V6 Automatic,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2016,"97,220 km","48,500",Ford Mustang For Sale,American Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"194,000 km","48,500",Urgent Sale - Ford Edge Titanium GCC,GCC Specs,04-03-24 14:49,Dubai
Ford,Transit,2017,"113,072 km","48,500",TRANSIT 150!! + AUTOMATIC GEAR-BOX + CAMERA + FULL BACK COVER / GCC / 2017 / WARRANTY / 929 DHS,GCC Specs,04-03-24 14:49,Dubai
Ford,Escape,2018,"174,000 km",48500,"FORD ESCAPE TITANIUM (( V4 - 2.0 // 2018 )) Gcc ..,",GCC Specs,45354.94097,Abu Dhabi
Nissan,Navara,2020,"27,000 km",48500,NISSAN NAVARA (( 4X2 // 2020 )) Gcc,GCC Specs,45354.94097,Abu Dhabi
Toyota,Rush,2020,"124,000 km","48,900",TOYOTA RUSH 1.5EX 2020 WITH ORIGINAL SPARE KEYS IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rush,2019,"149,000 km","48,900",TOYOTA RUSH 1.5EX 2019 IN EXCELLENT CONDITION WITH SPARE KEYS,GCC Specs,04-03-24 14:49,Dubai
Ford,Escape,2018,"69,044 km","48,900",AED743/month | 2018 Ford Escape Limited 2.5L | GCC Specifications | Ref#108939,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2018,"87,700 km","48,999",2018 Toyota Rav4 XLE 2.5L V4 -EXPORT ONLY,American Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2015,"78,000 km","49,000",TOYOTA RAV4 VXR 2015 GCC SPECS WITH LEATHER SEAT REF.5631 (P1),GCC Specs,04-03-24 14:49,Dubai
Toyota,Avalon,2015,"150,000 km","49,000",TOYOTA AVALON 2015 LIMITED//GCC//V6//3.5//150000km //FULL OPTIONS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"57,127 km","49,000",AED744/month | 2020 Toyota Yaris Basic 1.5L | Warranty | GCC Specifications | Ref#157611,GCC Specs,04-03-24 14:49,Dubai
Toyota,FJ Cruiser,2012,"247,000 km","49,000",TOYOTA FJ CRUISER 2012 MANUAL TRANSMISSION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2014,"148,500 km","49,000",Toyota Fortuner V6- 2014,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2019,"130,000 km","49,000",Toyota Camry Hybrid 2019 | GCC | Great driving condition,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2020,"63,200 km","49,000",ORIGINAL PAINT HYUNDAI CRETA 1.6 MODEL 2020 GCC SPECS REF.6841,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2023,0 km,"49,000","Hyundai Accent 1.6L , Petrol, A/T 2023 - UCI03",GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2020,"60,000 km","49,000",HONDA ACCORD Sport edition,American Specs,04-03-24 14:49,Dubai
Honda,CR-V,2013,"77,000 km","49,000",GCC | AGENCY MAINTAINED | HONDA CR-V LX TOP TRIM | SINGLE OWNED,GCC Specs,04-03-24 14:49,Dubai
Honda,HR-V,2021,"56,000 km","49,000",Honda HRV EX 1.8L AWD,American Specs,04-03-24 14:49,Dubai
Kia,Cadenza,2020,"15,000 km","49,000",Cadenza K7 2020 2.5 4 cylinder 15000 km,Korean Specs,04-03-24 14:49,Dubai
Kia,Sportage,2017,"82,000 km","49,000",KIA SPORTAGE GDI MODEL 2017 GCC SPECIFICATION REF.6339 (AJM),GCC Specs,04-03-24 14:49,Dubai
Kia,Carnival,2020,"114,000 km","49,000",Perfect family car and ideal car for businesses in top condition,American Specs,04-03-24 14:49,Dubai
Kia,Seltos,2021,"46,000 km","49,000",Kia Seltos 2021 on sale,Korean Specs,04-03-24 14:49,Dubai
Nissan,Armada,2015,"177,000 km","49,000","Nissan Armada LE V8, GCC, Full Options, in an excellent condition",GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"121,000 km","49,000",Nissan kicks 2020 GCC ( 980 per month installment ),GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2023,0 km,"49,000",NISSAN SUNNY 2023,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2022,"31,000 km","49,000",GCC NISSAN SUNNY SV MODEL 2022 AVAILABLE 100% BANK FINANCE IS AVAILABLE ON 0% DP,GCC Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2018,"83,000 km","49,000",Nissan Rogue,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2017,"130,000 km","49,000",ظ†ظٹط³ط§ظ† ظ…ظƒط³ظٹظ…ط§ (2017) ظپظ„ ط§ظˆط¨ط´ظ† / ظˆط§ط±ط¯,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"106,661 km","49,000",Nissan Altima SL,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"99,000 km","49,000",Nissan Kicks SV 2020 . Gcc Specs,GCC Specs,04-03-24 14:49,Dubai
Nissan,Armada,2015,"87,000 km","49,000","ONLY 87,000 KM! Nissan Armada SE ( 2015 Model ) in Black Color GCC Specs",GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2022,"82,500 km","49,000",NISSAN SUNNY 2022,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2013,"205,000 km","49,000",NISSAN PATROL SE V6 2013 205000KM,GCC Specs,04-03-24 14:49,Dubai
Nissan,370z,2014,"138,886 km","49,000",NISSAN 370 . 2014,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2015,"90,000 km","49,000",2015 ROUSH â–  FORD MUSTANG ECO-BOOST PREMIUM FULL OPTION,American Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"56,200 km","49,000",FORD EXPLORER - 56k mileage/Quality Car/7 person,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2019,"173,000 km","49,000",Ford Mustang 2019 Convertible Full Service Done Recently,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"140,000 km","49,000",2017 USA Ford Mustang Ecoboost V4 - 999 Aed X 60 Mths - 0% Downpayment,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"101,000 km","49,000",Ford Mustang 2017 Convertible V6 ظپظˆط±ط¯ ظ…ظˆط³طھظ†ط¬ ظƒط´ظپ,Canadian Specs,04-03-24 14:49,Dubai
Ford,F-Series Pickup,2011,"335,000 km","49,000",Ford F150 platinum 6.2,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"80,000 km","49,000",2016 Edge SEL 2.0L GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"55,000 km",49000,Nissan Kicks SL 2018 GCC V4 1.6L full option  first owner  original paint,GCC Specs,45354.94097,Abu Dhabi
Nissan,370z,2016,"169,000 km",49000,ظ†ظٹط³ط§ظ† z370 ظ…ظˆط¯ظٹظ„ 2016 ط®ظ„ظٹط¬ظٹ ط¨ط­ط§ظ„ظ‡ ظ…ظ…طھط§ط²ظ‡,GCC Specs,45354.94097,Abu Dhabi
Kia,Mohave,2018,"72,000 km",49000,KIA MOHAVE LOW MILLAGE,GCC Specs,45354.94097,Abu Dhabi
Kia,Quoris,2016,"175,000 km",49000,Kia Quoris 2016 GCC full option,GCC Specs,45354.94097,Abu Dhabi
Hyundai,Kona,2020,"160,000 km",49000,HYUNDAI KONA 2020 GCC FULL AUTMATIC ENGINE 1.6 L NO PAINT,GCC Specs,45354.94097,Abu Dhabi
Toyota,Rav 4,2015,"168,301 km","49,500",Toyota Rav 4 2015 used,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rush,2019,"92,000 km","49,500",990/M (60 MONTHS) TOYOTA RUSH 2019 MODEL GCC AVAILABLE ON BANK FINANCE ON 0% DOWNPAYMENT,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2019,"66,241 km","49,500",TOYOTA COROLLA 2019 SE 1.6 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2017,"131,000 km","49,500",Toyota Camry SE+ Full Option GCC Spec. طھظˆظٹظˆطھط§ ظƒط§ظ…ط±ظٹ ط®ظ„ظٹط¬ظٹ ظپظˆظ„ ط§ظˆط¨ط´ظ†,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2019,"61,233 km","49,500",Toyota Corolla full option SE+. 1.6cc 2019 model Gcc first owner,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rush,2020,"241,000 km","49,500",TOYOTA RUSH 1.5L GOOD CONDITION GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2020,"38,500 km","49,500",Acquire In CASH or 0% Down Payment via Auto Financing Hyundai/Elantra/2020/1.6ltr/Flawless Condition,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2020,"45,300 km","49,500",Hyundai/Elantra/2020/1.6ltr/Low Fuel/OWN with CASH/0% Down Payment via Auto Financing,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2020,"49,000 km","49,500",Hyundai Sonata white 2020,American Specs,04-03-24 14:49,Dubai
Honda,CR-V,2016,"230,000 km","49,500",Honda CR-V 2016 GCC,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2018,"101,000 km","49,500",KIA SPORTAGE 2.0 BRONZE 2018 / GCC / SPECIFICATION,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2017,"133,000 km","49,500",Kia sorento Gcc 2017 full option well maintained,GCC Specs,04-03-24 14:49,Dubai
Kia,Rio,2018,"13,405 km","49,500",AED 948pm â€¢ 0% Downpayment â€¢ 2018 Kia Rio 1.4L â€¢ GCC â€¢ 2 Year Warranty,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"60,000 km","49,500",Auto Finance Deals/Low EMI/0% Down/2020/Nissan/Kicks/Flawless pristine/Zero Maintenance Needed,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"72,000 km","49,500",Nissan kicks 2020 SV FSH lady driven gcc accident free,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"72,000 km","49,500",Nissan Kicks 2020-GCC Zero Accident Perfect Condition Easy Monthly Installment,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2021,"62,331 km","49,500",Nissan Altima SV,American Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"159,000 km","49,500",Ford edge 2.0 2016,GCC Specs,04-03-24 14:49,Dubai
Ford,F-Series Pickup,2014,"160,000 km","49,500",ط§ظ„ط³ظٹط§ط±ط© ط®ظ„ظٹط¬ظٹط© ط¨ط­ط§ظ„ط© ظپظˆظ‚ ط§ظ„ظ…ظ…طھط§ط²ط© . ط£ط¹ظ„ظ‰ ظپط¦ط© ظپطھط­ط© ط³ظ‚ظپ ظˆظپط±ط´ ط¬ظ„ط¯ ط²ط¹ظپط±ط§ظ†  KING RANCH 1835,GCC Specs,04-03-24 14:49,Dubai
Nissan,Navara,2020,"72,000 km",49500,Nissan Navara 2020 GCC,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Groove,2024,0 km,49530,ط´ظٹظپط±ظˆظ„ظٹط© ط¬ط±ظˆظˆظپ LT ظ…ظˆط¯ظٹظ„ 2024 - ط¬ط¯ظٹط¯ط© ط²ظٹط±ظˆ - ط¶ظ…ط§ظ† ط§ظ„ظˆظƒظٹظ„,GCC Specs,45354.94097,Abu Dhabi
Toyota,Yaris,2021,"114,283 km","49,900",AED 799 PM | 1.5L SE GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2018,"150,000 km","49,900",Toyota Camry SE Hybrid 2018 white GCC clean car,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2021,"81,235 km","49,900",AED 799 PM | 1.5L SE SEDAN GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2019,"78,000 km","49,900","Toyota Camry SE / 2019 / USA / 78,000KM",American Specs,04-03-24 14:49,Dubai
Honda,City,2020,"73,012 km","49,900",AED 799 PM | 1.5L DX GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Honda,Pilot,2017,"239,051 km","49,900",AED758/month | 2017 Honda Pilot Ex 3.5L | GCC Specifications | Ref#120538,GCC Specs,04-03-24 14:49,Dubai
Kia,Cerato,2020,"67,991 km","49,900",2020 Kia Cerato LX  â€¢ 1 Year free warranty â€¢ 0 Down payment,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"74,362 km","49,900",AED 799 PM | 1.6L S GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Navara,2020,"142,601 km","49,900",AED 799 PM | 2.5L MT 2WD DC GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"81,937 km","49,900",AED 799 PM | 1.6L S GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2021,"72,296 km","49,900",Altima 2021,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2017,"96,170 km","49,900",AED758/month | 2017 Nissan Maxima SV 3.5L | GCC Specifications | Ref#156574,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2019,"175,000 km","49,900",Nissan xtrail 2019 gcc accident free mid options,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"54,000 km","49,900",WITH GOLDEN PACKAGE (FAMILY CAR),GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"130,000 km","49,900",GCC agency services original paint Single used,GCC Specs,04-03-24 14:49,Dubai
